OBJECTID,FIPS,Tract_Name,Tract_FIPS,County,Population_Total,Population_Density_PerLandSquareMile,Disability_Population_Total_Civilian_Noninstitutionalized,Disability_Population_Total_Under18_Civilian_Noninstitutionalize,Disability_TCNPop_With_A_Disability,Percent_Disability_TCNPop_With_A_Disability,Disability_Population_TCNPop_Age_Under_5,Disability_TCNPop_AgeUnder5_With_A_Disability,Percent_Disability_TCNPop_AgeUnder5_With_A_Disability,Disability_Population_TCNPop_Age5to17,Disability_TCNPop_Age5to17_With_A_Disability,Percent_Disability_TCNPop_Age5to17_With_A_Disability,Disability_Population_TCNPop_Age0to17,Disability_TCNPopAge0to17_With_A_Disability,Percent_Disability_TCNPop_Age0to17_With_A_Disability,Disability_TCNPop_With_A_Hearing_Difficulty,Percent_Disability_TCNPop_With_A_Hearing_Difficulty,Disability_TCNPop_With_A_Hearing_Difficulty_Under18,Percent_Disability_TCNPop_With_A_Hearing_Difficulty_Under18,Disability_TCNPop_With_A_Vision_Difficulty,Percent_Disability_TCNPop_With_A_Vision_Difficulty,Disability_TCNPop_With_A_Vision_Difficulty_Under18,Percent_Disability_TCNPop_With_A_Vision_Difficulty_Under18,Disability_Population_TCNPop_Age_Over_4,Disability_TCNPop_With_A_Cognitive_Difficulty_Age_Over_4,Percent_Disability_TCNPop_With_A_Cognitive_Difficulty_Age_Over_4,Disability_TCNPop_With_A_Cognitive_Difficulty_Age517,Percent_Disability_TCNPop_With_A_Cognitive_Difficulty_Age517,Disability_TCNPop_With_An_Ambulatory_Difficulty_Age_Over_4,Percent_Disability_TCNPop_With_An_Ambulatory_Difficulty_Age_Over,Disability_TCNPop_With_An_Ambulatory_Difficulty_Age517,Percent_Disability_TCNPop_With_An_Ambulatory_Difficulty_Age517,Disability_TCNPop_With_A_Self_Care_Difficulty_Age_Over_4,Percent_Disability_TCNPop_With_A_Self_Care_Difficulty_Age_Over_4,Disability_TCNPop_With_A_Self_Care_Difficulty_Age517,Percent_Disability_TCNPop_With_A_Self_Care_Difficulty_Age517,Disability_Population_TCNPop_Age_Over_17,Disability_TCNPop_AgeOver17_With_An_IndLiving_Difficulty,Percent_Disability_TCNPop_AgeOver17_With_An_IndLiving_Difficulty
386,08013013211,"Census Tract 132.11, Boulder County, Colorado",08013013211,BOULDER,6005,296.8,6005,1849,359,6,368,0,0,1481,82,5.5,1849,107,5.3,154,2.6,59,3.2,38,0.6,0,0,5637,59,1,23,1.6,259,4.6,59,4,33,0.6,0,0,4156,93,2.2
387,08013013207,"Census Tract 132.07, Boulder County, Colorado",08013013207,BOULDER,4498,2131.8,4498,886,394,8.8,210,0,0,676,15,2.2,886,16,1.9,71,1.6,0,0,62,1.4,0,0,4288,226,5.3,15,2.2,237,5.5,9,1.3,85,2,9,1.3,3612,182,5
388,08013012101,"Census Tract 121.01, Boulder County, Colorado",08013012101,BOULDER,4685,4259.1,4677,996,172,3.7,224,0,0,772,0,0,996,0,0,72,1.5,0,0,23,0.5,0,0,4453,85,1.9,0,0,52,1.2,0,0,12,0.3,0,0,3681,34,0.9
389,08013013205,"Census Tract 132.05, Boulder County, Colorado",08013013205,BOULDER,5671,643.7,5671,1364,355,6.3,162,0,0,1202,12,1,1364,14,0.9,164,2.9,0,0,11,0.2,0,0,5509,142,2.6,12,1,119,2.2,0,0,47,0.9,0,0,4307,80,1.9
390,08013013306,"Census Tract 133.06, Boulder County, Colorado",08013013306,BOULDER,5143,6679.2,4949,1500,623,12.6,291,0,0,1209,46,3.8,1500,19,1.3,238,4.8,0,0,51,1,0,0,4658,191,4.1,7,0.6,375,8.1,39,3.2,141,3,39,3.2,3449,223,6.5
391,08013012201,"Census Tract 122.01, Boulder County, Colorado",08013012201,BOULDER,3915,1909.8,3915,252,274,7,123,0,0,129,0,0,252,0,0,108,2.8,0,0,26,0.7,0,0,3792,121,3.2,0,0,124,3.3,0,0,105,2.8,0,0,3663,108,2.9
392,08013012705,"Census Tract 127.05, Boulder County, Colorado",08013012705,BOULDER,4088,2418.9,4088,550,360,8.8,109,0,0,441,21,4.8,550,20,3.6,112,2.7,0,0,49,1.2,0,0,3979,138,3.5,21,4.8,64,1.6,0,0,48,1.2,10,2.3,3538,115,3.3
393,08013012708,"Census Tract 127.08, Boulder County, Colorado",08013012708,BOULDER,5126,2362.2,5126,969,315,6.1,153,0,0,816,46,5.6,969,39,4,99,1.9,0,0,97,1.9,46,4.7,4973,78,1.6,0,0,102,2.1,0,0,21,0.4,0,0,4157,21,0.5
394,08013013601,"Census Tract 136.01, Boulder County, Colorado",08013013601,BOULDER,4088,76.7,4088,947,252,6.2,242,0,0,705,16,2.3,947,10,1.1,99,2.4,6,0.6,35,0.9,0,0,3846,91,2.4,0,0,125,3.3,0,0,69,1.8,10,1.4,3141,88,2.8
395,08013012710,"Census Tract 127.10, Boulder County, Colorado",08013012710,BOULDER,3422,461.8,3422,644,283,8.3,111,0,0,533,9,1.7,644,0,0,123,3.6,0,0,54,1.6,0,0,3311,68,2.1,9,1.7,152,4.6,0,0,30,0.9,0,0,2778,78,2.8
396,08013013701,"Census Tract 137.01, Boulder County, Colorado",08013013701,BOULDER,6149,63.3,6149,1043,534,8.7,259,0,0,784,20,2.6,1043,17,1.3,159,2.6,0,0,126,2,0,0,5890,234,4,20,2.6,203,3.4,0,0,82,1.4,0,0,5106,213,4.2
397,08013013702,"Census Tract 137.02, Boulder County, Colorado",08013013702,BOULDER,5970,45.7,5970,1000,488,8.2,164,27,16.5,836,2,0.2,1000,53,5.7,181,3,27,2.7,117,2,29,2.9,5806,208,3.6,2,0.2,96,1.7,0,0,35,0.6,2,0.2,4970,199,4
398,08013013202,"Census Tract 132.02, Boulder County, Colorado",08013013202,BOULDER,1518,62.1,1518,261,155,10.2,47,0,0,214,0,0,261,0,0,83,5.5,0,0,32,2.1,0,0,1471,51,3.5,0,0,57,3.9,0,0,25,1.7,0,0,1257,67,5.3
399,08013012204,"Census Tract 122.04, Boulder County, Colorado",08013012204,BOULDER,4076,7548.1,4062,121,290,7.1,60,0,0,61,0,0,121,0,0,64,1.6,0,0,35,0.9,0,0,4002,148,3.7,0,0,88,2.2,0,0,21,0.5,0,0,3941,82,2.1
400,08013013602,"Census Tract 136.02, Boulder County, Colorado",08013013602,BOULDER,867,4.5,867,90,86,9.9,18,0,0,72,0,0,90,0,0,42,4.8,0,0,2,0.2,0,0,849,0,0,0,0,42,4.9,0,0,0,0,0,0,777,0,0
401,08013012903,"Census Tract 129.03, Boulder County, Colorado",08013012903,BOULDER,2529,1686,2529,625,134,5.3,173,0,0,452,13,2.9,625,13,2.4,48,1.9,0,0,22,0.9,0,0,2356,37,1.6,6,1.3,39,1.7,0,0,12,0.5,7,1.5,1904,52,2.7
402,08013012501,"Census Tract 125.01, Boulder County, Colorado",08013012501,BOULDER,2601,1970.5,2601,295,259,10,50,0,0,245,0,0,295,0,0,107,4.1,0,0,76,2.9,0,0,2551,100,3.9,0,0,147,5.8,0,0,78,3.1,0,0,2306,92,4
403,08013012603,"Census Tract 126.03, Boulder County, Colorado",08013012603,BOULDER,3570,5328.4,3570,695,294,8.2,206,0,0,489,13,2.7,695,16,2.5,123,3.4,0,0,32,0.9,0,0,3364,108,3.2,13,2.7,141,4.2,0,0,82,2.4,0,0,2875,110,3.8
404,08013012511,"Census Tract 125.11, Boulder County, Colorado",08013012511,BOULDER,6190,8253.3,6016,478,547,9.1,98,0,0,380,15,3.9,478,15,2.3,159,2.6,0,0,134,2.2,0,0,5918,299,5.1,15,3.9,228,3.9,0,0,54,0.9,0,0,5538,162,2.9
405,08013012709,"Census Tract 127.09, Boulder County, Colorado",08013012709,BOULDER,1928,514.1,1928,446,206,10.7,102,0,0,344,34,9.9,446,15,3.7,39,2,0,0,38,2,0,0,1826,110,6,34,9.9,49,2.7,5,1.5,37,2,5,1.5,1482,45,3
406,08075966300,"Census Tract 9663, Logan County, Colorado",08075966300,LOGAN,4590,282.5,4540,934,814,17.9,358,0,0,576,7,1.2,934,6,0.7,285,6.3,0,0,162,3.6,0,0,4182,196,4.7,0,0,442,10.6,0,0,154,3.7,7,1.2,3606,239,6.6
407,08075966200,"Census Tract 9662, Logan County, Colorado",08075966200,LOGAN,4205,524.3,4205,763,536,12.7,148,0,0,615,48,7.8,763,3,0.5,140,3.3,0,0,128,3,0,0,4057,242,6,48,7.8,361,8.9,0,0,70,1.7,0,0,3442,161,4.7
408,08075966100,"Census Tract 9661, Logan County, Colorado",08075966100,LOGAN,7484,248.6,7374,1785,1043,14.1,890,0,0,895,35,3.9,1785,43,2.6,567,7.7,35,2,256,3.5,0,0,6484,324,5,0,0,584,9,0,0,195,3,0,0,5589,354,6.3
409,08075966000,"Census Tract 9660, Logan County, Colorado",08075966000,LOGAN,2104,4,2104,445,312,14.8,119,0,0,326,6,1.8,445,4,0.9,81,3.8,0,0,70,3.3,0,0,1985,138,7,2,0.6,149,7.5,4,1.2,44,2.2,0,0,1659,78,4.7
410,08075966400,"Census Tract 9664, Logan County, Colorado",08075966400,LOGAN,2084,2.9,1716,394,254,14.8,102,0,0,292,0,0,394,0,0,63,3.7,0,0,31,1.8,0,0,1614,76,4.7,0,0,129,8,0,0,45,2.8,0,0,1322,57,4.3
411,08075965900,"Census Tract 9659, Logan County, Colorado",08075965900,LOGAN,1418,2.6,1418,324,165,11.6,21,0,0,303,23,7.6,324,23,7.8,57,4,0,0,30,2.1,0,0,1397,78,5.6,23,7.6,52,3.7,1,0.3,13,0.9,1,0.3,1094,32,2.9
412,08013060800,"Census Tract 608, Boulder County, Colorado",08013060800,BOULDER,7083,863.8,7083,1410,1036,14.6,226,0,0,1184,161,13.6,1410,147,10.5,317,4.5,79,5.6,132,1.9,0,0,6857,426,6.2,47,4,435,6.3,0,0,146,2.1,35,3,5673,236,4.2
413,08013013507,"Census Tract 135.07, Boulder County, Colorado",08013013507,BOULDER,3356,4474.7,3356,747,285,8.5,179,0,0,568,9,1.6,747,5,0.7,129,3.8,0,0,0,0,0,0,3177,97,3.1,9,1.6,95,3,0,0,34,1.1,0,0,2609,61,2.3
414,08013013505,"Census Tract 135.05, Boulder County, Colorado",08013013505,BOULDER,4534,9068,4534,1405,577,12.7,351,0,0,1054,17,1.6,1405,83,5.7,189,4.2,0,0,105,2.3,0,0,4183,225,5.4,17,1.6,243,5.8,0,0,43,1,0,0,3129,114,3.6
415,08013013212,"Census Tract 132.12, Boulder County, Colorado",08013013212,BOULDER,4639,1418.7,4639,1017,431,9.3,328,0,0,689,38,5.5,1017,32,3.1,152,3.3,0,0,110,2.4,0,0,4311,219,5.1,38,5.5,201,4.7,7,1,74,1.7,19,2.8,3622,156,4.3
416,08013061300,"Census Tract 613, Boulder County, Colorado",08013061300,BOULDER,3524,4350.6,3524,1112,89,2.5,207,0,0,905,17,1.9,1112,37,3,22,0.6,0,0,28,0.8,5,0.4,3317,47,1.4,17,1.9,40,1.2,5,0.6,13,0.4,5,0.6,2412,8,0.3
417,08013061400,"Census Tract 614, Boulder County, Colorado",08013061400,BOULDER,3663,3700,3656,1107,123,3.4,227,0,0,880,25,2.8,1107,8,0.7,29,0.8,0,0,25,0.7,0,0,3429,42,1.2,25,2.8,49,1.4,9,1,25,0.7,9,1,2549,26,1
418,08013012607,"Census Tract 126.07, Boulder County, Colorado",08013012607,BOULDER,5343,19082.1,5315,105,515,9.7,50,0,0,55,23,41.8,105,22,15.7,70,1.3,0,0,38,0.7,0,0,5265,316,6,23,41.8,203,3.9,0,0,40,0.8,0,0,5210,148,2.8
419,08013013508,"Census Tract 135.08, Boulder County, Colorado",08013013508,BOULDER,7797,3898.5,7797,2245,711,9.1,488,0,0,1757,80,4.6,2245,106,5.1,126,1.6,0,0,72,0.9,0,0,7309,284,3.9,80,4.6,271,3.7,0,0,41,0.6,0,0,5552,119,2.1
420,08013013506,"Census Tract 135.06, Boulder County, Colorado",08013013506,BOULDER,4409,4409,4409,1052,505,11.5,242,0,0,810,10,1.2,1052,0,0,123,2.8,0,0,170,3.9,0,0,4167,142,3.4,10,1.2,179,4.3,0,0,63,1.5,0,0,3357,155,4.6
421,08013013213,"Census Tract 132.13, Boulder County, Colorado",08013013213,BOULDER,8709,1116.5,8709,2780,620,7.1,391,0,0,2389,99,4.1,2780,129,5.2,187,2.1,17,0.6,36,0.4,0,0,8318,339,4.1,99,4.1,164,2,0,0,85,1,0,0,5929,126,2.1
422,08013012608,"Census Tract 126.08, Boulder County, Colorado",08013012608,BOULDER,2521,7202.9,2427,318,108,4.4,59,0,0,259,0,0,318,0,0,25,1,0,0,31,1.3,0,0,2368,43,1.8,0,0,43,1.8,0,0,19,0.8,0,0,2109,30,1.4
423,08013060600,"Census Tract 606, Boulder County, Colorado",08013060600,BOULDER,5953,407.7,5953,1215,337,5.7,315,0,0,900,52,5.8,1215,16,1.2,58,1,0,0,53,0.9,0,0,5638,178,3.2,52,5.8,84,1.5,0,0,43,0.8,0,0,4738,146,3.1
424,08013060700,"Census Tract 607, Boulder County, Colorado",08013060700,BOULDER,3177,820.9,3177,698,277,8.7,105,0,0,593,8,1.3,698,10,1.6,95,3,0,0,27,0.8,8,1.1,3072,90,2.9,0,0,91,3,0,0,42,1.4,0,0,2479,62,2.5
425,08013013005,"Census Tract 130.05, Boulder County, Colorado",08013013005,BOULDER,3483,4644,3483,877,238,6.8,269,0,0,608,26,4.3,877,57,6.3,70,2,10,1.1,100,2.9,0,0,3214,64,2,0,0,103,3.2,0,0,15,0.5,0,0,2606,71,2.7
426,08013012508,"Census Tract 125.08, Boulder County, Colorado",08013012508,BOULDER,3340,2474.1,3340,484,408,12.2,141,14,9.9,343,8,2.3,484,16,3.6,130,3.9,0,0,137,4.1,14,2.9,3199,138,4.3,8,2.3,121,3.8,0,0,54,1.7,0,0,2856,87,3
427,08013012605,"Census Tract 126.05, Boulder County, Colorado",08013012605,BOULDER,1693,3527.1,1693,98,68,4,54,0,0,44,0,0,98,0,0,12,0.7,0,0,8,0.5,0,0,1639,43,2.6,0,0,20,1.2,0,0,0,0,0,0,1595,0,0
428,08013013004,"Census Tract 130.04, Boulder County, Colorado",08013013004,BOULDER,3725,4775.6,3725,1117,159,4.3,295,0,0,822,38,4.6,1117,34,3.1,36,1,0,0,19,0.5,0,0,3430,77,2.2,38,4.6,27,0.8,0,0,16,0.5,0,0,2608,61,2.3
429,08013012401,"Census Tract 124.01, Boulder County, Colorado",08013012401,BOULDER,6128,14251.2,6087,202,408,6.7,126,0,0,76,0,0,202,0,0,117,1.9,0,0,96,1.6,0,0,5961,222,3.7,0,0,198,3.3,0,0,66,1.1,0,0,5885,80,1.4
430,08013012300,"Census Tract 123, Boulder County, Colorado",08013012300,BOULDER,7038,12796.4,7038,250,222,3.2,110,0,0,140,0,0,250,0,0,6,0.1,0,0,16,0.2,0,0,6928,190,2.7,0,0,10,0.1,0,0,6,0.1,0,0,6788,6,0.1
431,08013012202,"Census Tract 122.02, Boulder County, Colorado",08013012202,BOULDER,6020,9555.6,5885,236,294,5,101,0,0,135,0,0,236,0,0,152,2.6,0,0,12,0.2,0,0,5784,110,1.9,0,0,92,1.6,0,0,27,0.5,0,0,5649,66,1.2
432,08013012102,"Census Tract 121.02, Boulder County, Colorado",08013012102,BOULDER,7359,6629.7,7168,1343,308,4.3,560,0,0,783,0,0,1343,23,1.7,136,1.9,0,0,41,0.6,0,0,6608,156,2.4,0,0,124,1.9,0,0,71,1.1,0,0,5825,138,2.4
433,08013012105,"Census Tract 121.05, Boulder County, Colorado",08013012105,BOULDER,5614,5847.9,5603,1328,391,7,293,0,0,1035,17,1.6,1328,17,1.3,121,2.2,0,0,94,1.7,0,0,5310,166,3.1,17,1.6,172,3.2,17,1.6,81,1.5,17,1.6,4275,91,2.1
434,08013012104,"Census Tract 121.04, Boulder County, Colorado",08013012104,BOULDER,2484,2388.5,2484,631,109,4.4,137,0,0,494,18,3.6,631,15,2.6,31,1.2,0,0,17,0.7,0,0,2347,38,1.6,18,3.6,42,1.8,0,0,35,1.5,9,1.8,1853,31,1.7
435,08013012904,"Census Tract 129.04, Boulder County, Colorado",08013012904,BOULDER,5663,4641.8,5559,1102,645,11.6,356,0,0,746,58,7.8,1102,37,3,165,3,0,0,104,1.9,0,0,5203,191,3.7,58,7.8,229,4.4,0,0,99,1.9,14,1.9,4457,164,3.7
436,08013012707,"Census Tract 127.07, Boulder County, Colorado",08013012707,BOULDER,2536,215.6,1861,521,140,7.5,102,0,0,419,21,5,521,17,3.3,36,1.9,0,0,14,0.8,5,1,1759,93,5.3,16,3.8,19,1.1,0,0,0,0,0,0,1340,16,1.2
437,08013012905,"Census Tract 129.05, Boulder County, Colorado",08013012905,BOULDER,2714,5321.6,2702,548,319,11.8,137,0,0,411,0,0,548,7,1.2,112,4.1,0,0,56,2.1,0,0,2565,155,6,0,0,186,7.3,0,0,95,3.7,0,0,2154,178,8.3
438,08013012103,"Census Tract 121.03, Boulder County, Colorado",08013012103,BOULDER,3950,4438.2,3916,740,333,8.5,126,0,0,614,0,0,740,0,0,135,3.4,0,0,33,0.8,0,0,3790,88,2.3,0,0,118,3.1,0,0,70,1.8,0,0,3176,117,3.7
439,08013012800,"Census Tract 128, Boulder County, Colorado",08013012800,BOULDER,12041,791.7,12041,3440,649,5.4,1021,0,0,2419,26,1.1,3440,40,1.2,237,2,0,0,122,1,0,0,11020,280,2.5,26,1.1,301,2.7,14,0.6,85,0.8,0,0,8601,224,2.6
440,08123001412,"Census Tract 14.12, Weld County, Colorado",08123001412,WELD,2710,1335,2651,698,246,9.3,136,0,0,562,30,5.3,698,41,6.3,129,4.9,6,0.9,34,1.3,0,0,2515,101,4,24,4.3,91,3.6,0,0,46,1.8,20,3.6,1953,56,2.9
441,08123001407,"Census Tract 14.07, Weld County, Colorado",08123001407,WELD,2566,1666.2,2560,661,93,3.6,169,0,0,492,7,1.4,661,6,1,58,2.3,7,1.1,14,0.5,0,0,2391,14,0.6,0,0,21,0.9,0,0,7,0.3,0,0,1899,7,0.4
442,08123001408,"Census Tract 14.08, Weld County, Colorado",08123001408,WELD,2101,1680.8,2018,476,327,16.2,101,0,0,375,55,14.7,476,59,11.1,140,6.9,0,0,41,2,0,0,1917,135,7,49,13.1,116,6.1,6,1.6,49,2.6,0,0,1542,91,5.9
443,08123001405,"Census Tract 14.05, Weld County, Colorado",08123001405,WELD,4314,2934.7,4314,1222,327,7.6,368,11,3,854,52,6.1,1222,61,4.4,135,3.1,12,1,33,0.8,20,1.6,3946,88,2.2,31,3.6,113,2.9,0,0,32,0.8,0,0,3092,80,2.6
444,08123001406,"Census Tract 14.06, Weld County, Colorado",08123001406,WELD,5593,1948.8,5593,1449,663,11.9,429,0,0,1020,18,1.8,1449,31,2,320,5.7,0,0,133,2.4,18,1.2,5164,227,4.4,18,1.8,398,7.7,0,0,170,3.3,0,0,4144,209,5
445,08123001414,"Census Tract 14.14, Weld County, Colorado",08123001414,WELD,2218,4107.4,2218,592,210,9.5,170,0,0,422,39,9.2,592,51,8.3,90,4.1,0,0,24,1.1,0,0,2048,69,3.4,39,9.2,75,3.7,0,0,16,0.8,0,0,1626,41,2.5
446,08123001003,"Census Tract 10.03, Weld County, Colorado",08123001003,WELD,4968,9741.2,4956,2048,320,6.5,699,0,0,1349,72,5.3,2048,76,3.8,106,2.1,0,0,74,1.5,0,0,4257,204,4.8,72,5.3,108,2.5,0,0,17,0.4,0,0,2908,96,3.3
447,08123002207,"Census Tract 22.07, Weld County, Colorado",08123002207,WELD,3062,543.9,3062,1069,268,8.8,331,0,0,738,70,9.5,1069,57,5.9,110,3.6,23,2.2,22,0.7,8,0.7,2731,87,3.2,42,5.7,86,3.1,8,1.1,37,1.4,8,1.1,1993,54,2.7
448,08123002009,"Census Tract 20.09, Weld County, Colorado",08123002009,WELD,1414,85.7,1414,232,104,7.4,39,0,0,193,0,0,232,0,0,29,2.1,0,0,19,1.3,0,0,1375,55,4,0,0,36,2.6,0,0,14,1,0,0,1182,52,4.4
449,08123001908,"Census Tract 19.08, Weld County, Colorado",08123001908,WELD,2668,90.4,2668,738,439,16.5,83,0,0,655,83,12.7,738,70,16.7,114,4.3,0,0,36,1.3,0,0,2585,169,6.5,52,7.9,258,10,31,4.7,76,2.9,0,0,1930,82,4.2
450,08123002010,"Census Tract 20.10, Weld County, Colorado",08123002010,WELD,2599,166,2599,745,193,7.4,274,0,0,471,0,0,745,0,0,92,3.5,0,0,62,2.4,0,0,2325,33,1.4,0,0,62,2.7,0,0,18,0.8,0,0,1854,41,2.2
451,08123001906,"Census Tract 19.06, Weld County, Colorado",08123001906,WELD,1672,97.5,1672,404,172,10.3,61,0,0,343,3,0.9,404,4,1.2,105,6.3,0,0,26,1.6,0,0,1611,65,4,3,0.9,97,6,0,0,36,2.2,0,0,1268,70,5.5
452,08123002103,"Census Tract 21.03, Weld County, Colorado",08123002103,WELD,9367,116.5,9328,2402,963,10.3,637,0,0,1765,57,3.2,2402,62,2.8,409,4.4,8,0.3,188,2,0,0,8691,287,3.3,49,2.8,322,3.7,0,0,66,0.8,0,0,6926,265,3.8
453,08123001410,"Census Tract 14.10, Weld County, Colorado",08123001410,WELD,3414,2868.9,3414,724,431,12.6,243,0,0,481,10,2.1,724,12,1.7,163,4.8,10,1.4,87,2.5,0,0,3171,80,2.5,0,0,221,7,0,0,40,1.3,0,0,2690,84,3.1
454,08123002208,"Census Tract 22.08, Weld County, Colorado",08123002208,WELD,5439,138.6,5433,1580,457,8.4,429,0,0,1151,18,1.6,1580,15,1,170,3.1,18,1.1,96,1.8,4,0.3,5004,98,2,7,0.6,209,4.2,0,0,71,1.4,14,1.2,3853,122,3.2
455,08123001417,"Census Tract 14.17, Weld County, Colorado",08123001417,WELD,2800,4117.6,2800,887,204,7.3,285,0,0,602,24,4,887,22,3,68,2.4,0,0,25,0.9,0,0,2515,65,2.6,18,3,111,4.4,6,1,42,1.7,16,2.7,1913,42,2.2
456,08123001416,"Census Tract 14.16, Weld County, Colorado",08123001416,WELD,2482,408.2,2479,487,162,6.5,109,0,0,378,0,0,487,0,0,43,1.7,0,0,27,1.1,0,0,2370,32,1.4,0,0,87,3.7,0,0,33,1.4,0,0,1992,43,2.2
457,08123001005,"Census Tract 10.05, Weld County, Colorado",08123001005,WELD,7248,2338.1,7248,2191,521,7.2,649,0,0,1542,81,5.3,2191,60,2.7,70,1,0,0,29,0.4,18,0.8,6599,284,4.3,81,5.3,273,4.1,18,1.2,59,0.9,18,1.2,5057,219,4.3
458,08123001004,"Census Tract 10.04, Weld County, Colorado",08123001004,WELD,4380,2607.1,4380,1282,431,9.8,368,0,0,914,27,3,1282,72,5.5,82,1.9,0,0,153,3.5,11,0.9,4012,129,3.2,27,3,186,4.6,11,1.2,110,2.7,22,2.4,3098,91,2.9
459,08123000705,"Census Tract 7.05, Weld County, Colorado",08123000705,WELD,1513,45.8,1513,274,194,12.8,40,0,0,234,6,2.6,274,12,4.1,74,4.9,0,0,11,0.7,0,0,1473,49,3.3,0,0,133,9,6,2.6,45,3.1,6,2.6,1239,63,5.1
460,08123000800,"Census Tract 8, Weld County, Colorado",08123000800,WELD,3127,4467.1,2993,168,389,13,94,0,0,74,0,0,168,0,0,125,4.2,0,0,58,1.9,0,0,2899,142,4.9,0,0,227,7.8,0,0,51,1.8,0,0,2825,194,6.9
461,08123000200,"Census Tract 2, Weld County, Colorado",08123000200,WELD,3924,11541.2,3924,317,285,7.3,89,0,0,228,0,0,317,0,0,71,1.8,0,0,119,3,0,0,3835,120,3.1,0,0,73,1.9,0,0,41,1.1,0,0,3607,58,1.6
462,08123000100,"Census Tract 1, Weld County, Colorado",08123000100,WELD,2628,4531,2628,535,653,24.8,143,0,0,392,0,0,535,9,2.3,181,6.9,0,0,141,5.4,0,0,2485,271,10.9,0,0,457,18.4,0,0,183,7.4,0,0,2093,302,14.4
463,08123000300,"Census Tract 3, Weld County, Colorado",08123000300,WELD,2343,9762.5,2343,16,107,4.6,0,0,,16,0,0,16,0,0,43,1.8,0,0,37,1.6,0,0,2343,59,2.5,0,0,16,0.7,0,0,16,0.7,0,0,2327,16,0.7
464,08123000900,"Census Tract 9, Weld County, Colorado",08123000900,WELD,3307,5701.7,3307,1092,450,13.6,402,0,0,690,29,4.2,1092,24,2.3,241,7.3,0,0,64,1.9,0,0,2905,145,5,29,4.2,136,4.7,0,0,102,3.5,0,0,2215,128,5.8
465,08123000402,"Census Tract 4.02, Weld County, Colorado",08123000402,WELD,3961,6287.3,3947,1067,401,10.2,259,0,0,808,18,2.2,1067,18,1.8,106,2.7,0,0,144,3.6,0,0,3688,127,3.4,9,1.1,200,5.4,9,1.1,29,0.8,9,1.1,2880,161,5.6
466,08123001202,"Census Tract 12.02, Weld County, Colorado",08123001202,WELD,2720,4771.9,2629,635,505,19.2,99,0,0,536,0,0,635,0,0,153,5.8,0,0,126,4.8,0,0,2530,223,8.8,0,0,373,14.7,0,0,184,7.3,0,0,1994,238,11.9
467,08123001300,"Census Tract 13, Weld County, Colorado",08123001300,WELD,8044,4419.8,7923,2476,1219,15.4,796,16,2,1680,85,5.1,2476,98,4.1,362,4.6,16,0.6,266,3.4,24,1,7127,579,8.1,85,5.1,660,9.3,24,1.4,340,4.8,24,1.4,5447,398,7.3
468,08123001201,"Census Tract 12.01, Weld County, Colorado",08123001201,WELD,4029,6946.6,4029,1100,349,8.7,338,0,0,762,44,5.8,1100,110,10.5,106,2.6,0,0,36,0.9,11,1,3691,151,4.1,44,5.8,138,3.7,0,0,40,1.1,0,0,2929,92,3.1
469,08123000502,"Census Tract 5.02, Weld County, Colorado",08123000502,WELD,3548,6823.1,3542,1087,789,22.3,305,33,10.8,782,71,9.1,1087,75,7.1,123,3.5,0,0,217,6.1,42,3.9,3237,438,13.5,62,7.9,343,10.6,31,4,66,2,0,0,2455,199,8.1
470,08123000401,"Census Tract 4.01, Weld County, Colorado",08123000401,WELD,3256,4718.8,3125,424,252,8.1,95,0,0,329,10,3,424,10,2.2,66,2.1,0,0,66,2.1,0,0,3030,103,3.4,10,3,140,4.6,0,0,53,1.7,0,0,2701,63,2.3
471,08123001100,"Census Tract 11, Weld County, Colorado",08123001100,WELD,4413,4549.5,4413,981,676,15.3,129,0,0,852,17,2,981,32,3,196,4.4,0,0,206,4.7,0,0,4284,128,3,17,2,302,7,0,0,78,1.8,0,0,3432,149,4.3
472,08123001800,"Census Tract 18, Weld County, Colorado",08123001800,WELD,4344,34.8,4344,1104,488,11.2,208,17,8.2,896,12,1.3,1104,30,2.8,225,5.2,0,0,93,2.1,17,1.5,4136,99,2.4,12,1.3,222,5.4,12,1.3,108,2.6,12,1.3,3240,148,4.6
473,08123000600,"Census Tract 6, Weld County, Colorado",08123000600,WELD,2147,1179.7,800,299,86,10.8,78,0,0,221,9,4.1,299,8,3.1,31,3.9,9,3,22,2.8,9,3,722,44,6.1,9,4.1,53,7.3,0,0,7,1,0,0,501,11,2.2
474,08123001700,"Census Tract 17, Weld County, Colorado",08123001700,WELD,5482,83.4,5482,1389,771,14.1,405,0,0,984,16,1.6,1389,34,2.5,247,4.5,6,0.4,252,4.6,6,0.4,5077,258,5.1,4,0.4,311,6.1,0,0,112,2.2,0,0,4093,273,6.7
475,08123001404,"Census Tract 14.04, Weld County, Colorado",08123001404,WELD,3195,465.7,3190,744,311,9.7,146,0,0,598,0,0,744,0,0,143,4.5,0,0,121,3.8,0,0,3044,69,2.3,0,0,176,5.8,0,0,24,0.8,0,0,2446,79,3.2
476,08123002502,"Census Tract 25.02, Weld County, Colorado",08123002502,WELD,6288,11.9,6279,1686,788,12.5,290,0,0,1396,49,3.5,1686,24,1.4,279,4.4,0,0,172,2.7,0,0,5989,305,5.1,46,3.3,452,7.5,3,0.2,72,1.2,3,0.2,4593,211,4.6
